PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-4031,"Camera Operators, Television, Video, and Motion Picture",,50,24.8,0.06,1.11,21.53,"44,790",24.9,10.16,11.1,14.28,24.9,48.27,"21,130","23,090","29,700","51,800","100,400",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-2032,Choreographers,,0,0.0,0.0,1.11,20.83,"43,330",4.4,18.93,19.65,20.85,22.06,22.78,"39,370","40,870","43,380","45,880","47,390",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-2022,Coaches and Scouts,,"1,450",10.2,1.796,1.11,0.0,"34,540",6.2,0.0,0.0,0.0,0.0,0.0,"18,630","21,660","29,170","41,980","64,930",TRUE,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-1021,Commercial and Industrial Designers,,30,36.1,0.038,1.11,28.87,"60,040",5.7,19.06,21.08,25.85,35.03,45.7,"39,640","43,850","53,760","72,870","95,060",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-3041,Editors,,460,10.7,0.572,1.11,26.01,"54,100",3.4,15.28,18.67,24.95,30.28,39.21,"31,780","38,840","51,900","62,980","81,560",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",,50,39.5,0.061,1.11,17.41,0,23.0,8.44,8.99,18.11,25.04,27.44,0,0,0,0,0,,TRUE
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-4032,Film and Video Editors,,60,45.3,0.076,1.11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-1023,Floral Designers,,80,20.8,0.103,1.11,12.98,"26,990",2.6,10.1,11.33,12.96,14.49,16.47,"21,020","23,560","26,960","30,140","34,260",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-1024,Graphic Designers,,850,8.2,1.05,1.11,23.26,"48,390",3.1,14.16,16.83,22.48,28.91,34.0,"29,450","35,010","46,760","60,120","70,720",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-1025,Interior Designers,,180,24.1,0.229,1.11,22.06,"45,890",4.7,13.69,16.8,22.07,26.82,29.88,"28,480","34,940","45,910","55,800","62,160",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-3091,Interpreters and Translators,,420,15.3,0.518,1.11,21.6,"44,920",7.1,15.29,16.41,18.28,24.99,33.0,"31,790","34,130","38,020","51,980","68,640",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-4099,"Media and Communication Equipment Workers, All Other",,50,12.6,0.061,1.11,32.2,"66,970",2.3,17.61,30.47,33.48,35.42,42.49,"36,640","63,380","69,650","73,670","88,390",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-3099,"Media and Communication Workers, All Other",,130,13.7,0.157,1.11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-1026,Merchandise Displayers and Window Trimmers,,290,17.7,0.355,1.11,16.56,"34,440",7.4,9.99,11.75,15.67,19.93,26.37,"20,790","24,430","32,590","41,450","54,850",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-1014,Multimedia Artists and Animators,,90,32.3,0.11,1.11,35.91,"74,680",5.5,23.92,28.82,33.61,40.3,45.49,"49,760","59,950","69,910","83,810","94,620",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-2041,Music Directors and Composers,,70,24.2,0.083,1.11,24.1,"50,120",12.1,8.76,13.45,24.06,33.3,41.4,"18,230","27,970","50,040","69,260","86,110",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-2042,Musicians and Singers,,260,32.2,0.328,1.11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,TRUE
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-4021,Photographers,,260,17.1,0.327,1.11,16.84,"35,030",8.7,9.8,10.82,13.59,18.46,28.6,"20,380","22,510","28,260","38,390","59,480",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-2012,Producers and Directors,,280,14.2,0.351,1.11,28.09,"58,420",7.0,16.59,19.52,24.41,30.6,40.91,"34,500","40,590","50,770","63,650","85,080",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-3012,Public Address System and Other Announcers,,0,0.0,0.0,1.11,10.07,"20,950",5.4,8.48,9.16,10.15,10.98,11.48,"17,630","19,060","21,100","22,830","23,870",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-3031,Public Relations Specialists,,"1,590",6.4,1.981,1.11,37.32,"77,630",5.9,17.57,22.52,32.05,42.94,65.67,"36,550","46,850","66,660","89,320","136,590",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-3011,Radio and Television Announcers,,210,30.7,0.262,1.11,29.1,"60,520",17.4,8.94,12.65,23.88,34.73,45.53,"18,580","26,310","49,670","72,250","94,700",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-3022,Reporters and Correspondents,,210,13.5,0.258,1.11,24.17,"50,270",6.8,12.59,14.87,22.05,30.82,39.23,"26,190","30,920","45,850","64,110","81,610",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-4014,Sound Engineering Technicians,,70,36.8,0.088,1.11,36.21,"75,320",15.5,13.16,20.09,31.13,49.56,75.87,"27,360","41,790","64,760","103,090","157,800",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-3042,Technical Writers,,240,12.9,0.296,1.11,35.07,"72,950",2.1,26.7,30.64,33.9,39.49,46.27,"55,540","63,740","70,510","82,140","96,250",,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-2023,"Umpires, Referees, and Other Sports Officials",,160,37.8,0.196,1.11,0.0,"28,690",7.5,0.0,0.0,0.0,0.0,0.0,"18,500","20,990","25,360","34,440","44,250",TRUE,
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",27-3043,Writers and Authors,,270,27.8,0.332,1.11,32.04,"66,640",7.9,18.46,21.99,27.73,38.61,47.27,"38,400","45,740","57,690","80,310","98,310",,
CA,41500,"Salinas, CA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,990",15.3,13.11,1.11,24.06,"50,050",7.3,9.0,12.84,21.24,31.3,41.13,"18,720","26,720","44,180","65,100","85,560",,
CA,41500,"Salinas, CA",27-4011,Audio and Video Equipment Technicians,,40,25.9,0.237,1.1,20.57,"42,790",5.4,13.31,15.01,17.68,27.08,31.16,"27,690","31,220","36,780","56,340","64,810",,
CA,41500,"Salinas, CA",27-4012,Broadcast Technicians,,60,35.3,0.365,1.1,25.91,"53,890",13.1,10.56,14.15,26.67,36.81,42.64,"21,970","29,430","55,470","76,560","88,680",,
CA,41500,"Salinas, CA",27-2022,Coaches and Scouts,,160,22.8,1.027,1.1,0.0,"53,810",7.4,0.0,0.0,0.0,0.0,0.0,"24,060","35,310","61,540","69,330","74,010",TRUE,
CA,41500,"Salinas, CA",27-3041,Editors,,210,40.9,1.372,1.1,26.89,"55,920",4.7,13.33,18.53,24.52,34.02,45.22,"27,720","38,550","50,990","70,760","94,070",,
CA,41500,"Salinas, CA",27-1023,Floral Designers,,70,33.5,0.464,1.11,12.54,"26,070",11.3,8.91,9.56,10.63,14.23,19.85,"18,530","19,880","22,110","29,600","41,280",,
CA,41500,"Salinas, CA",27-1024,Graphic Designers,,120,14.1,0.763,1.11,24.33,"50,600",4.7,13.31,17.21,22.64,29.38,39.51,"27,690","35,800","47,090","61,110","82,170",,
CA,41500,"Salinas, CA",27-1025,Interior Designers,,30,43.4,0.205,1.11,23.43,"48,730",22.2,10.01,10.95,15.11,27.03,35.69,"20,820","22,770","31,420","56,210","74,240",,
CA,41500,"Salinas, CA",27-1026,Merchandise Displayers and Window Trimmers,,70,35.2,0.483,1.11,13.34,"27,760",5.7,9.18,10.32,12.08,15.23,20.17,"19,090","21,460","25,120","31,670","41,950",,
CA,41500,"Salinas, CA",27-4021,Photographers,,40,21.5,0.248,1.1,18.58,"38,650",6.2,10.97,12.68,15.5,20.84,31.36,"22,810","26,380","32,230","43,350","65,240",,
CA,41500,"Salinas, CA",27-2012,Producers and Directors,,50,35.1,0.305,1.1,63.12,"131,300",21.0,13.24,18.07,61.58,0.0,0.0,"27,540","37,580","128,080",0,0,,
CA,41500,"Salinas, CA",27-3031,Public Relations Specialists,,130,17.5,0.837,1.1,33.0,"68,650",4.9,16.06,23.93,32.67,43.07,51.86,"33,410","49,780","67,960","89,590","107,880",,
CA,41500,"Salinas, CA",27-3022,Reporters and Correspondents,,40,27.6,0.287,1.1,24.28,"50,500",6.0,14.76,17.64,22.44,27.37,35.51,"30,700","36,700","46,680","56,930","73,870",,
CA,41500,"Salinas, CA",27-3043,Writers and Authors,,30,36.6,0.222,1.1,26.51,"55,140",11.1,15.74,17.4,22.86,33.3,43.08,"32,750","36,190","47,550","69,270","89,600",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-2011,Actors,,150,28.1,0.119,1.1,40.02,0,26.3,8.84,14.61,19.59,71.74,0.0,0,0,0,0,0,,TRUE
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-1011,Art Directors,,270,11.5,0.216,1.1,41.06,"85,400",6.5,16.57,23.92,38.36,50.74,67.86,"34,460","49,740","79,800","105,540","141,140",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"17,290",4.4,13.998,1.1,25.87,"53,810",2.7,10.74,15.51,22.24,32.04,43.16,"22,330","32,270","46,270","66,630","89,780",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-4011,Audio and Video Equipment Technicians,,280,10.9,0.224,1.09,22.47,"46,730",5.2,12.48,14.64,19.83,30.9,35.26,"25,950","30,450","41,250","64,270","73,340",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-3021,Broadcast News Analysts,,40,19.8,0.033,1.09,55.8,"116,060",11.4,19.37,26.17,43.56,68.82,0.0,"40,280","54,430","90,610","143,140",0,,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-4012,Broadcast Technicians,,140,19.2,0.11,1.09,21.57,"44,860",7.9,10.32,13.75,18.65,29.69,37.34,"21,470","28,600","38,780","61,740","77,660",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-4031,"Camera Operators, Television, Video, and Motion Picture",,140,36.6,0.114,1.09,22.06,"45,880",5.5,10.58,13.39,20.2,27.42,39.92,"22,020","27,860","42,010","57,030","83,020",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-2032,Choreographers,,0,0.0,0.0,1.1,20.45,"42,530",11.9,12.16,13.91,18.23,26.86,32.49,"25,280","28,930","37,910","55,870","67,570",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-2022,Coaches and Scouts,,"2,270",20.4,1.837,1.1,0.0,"45,670",7.3,0.0,0.0,0.0,0.0,0.0,"19,350","25,080","39,970","61,900","86,270",TRUE,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-1021,Commercial and Industrial Designers,,320,22.9,0.261,1.1,28.72,"59,730",5.3,15.23,17.83,26.5,37.51,46.19,"31,680","37,090","55,120","78,020","96,070",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-1012,Craft Artists,,80,2.7,0.068,1.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-2031,Dancers,,0,0.0,0.0,1.1,11.56,0,8.8,9.76,10.17,10.84,11.52,16.06,0,0,0,0,0,,TRUE
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-1029,"Designers, All Other",,70,48.4,0.061,1.1,22.31,"46,410",14.0,10.47,12.62,21.88,27.21,35.37,"21,780","26,240","45,500","56,600","73,580",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-3041,Editors,,650,16.8,0.529,1.09,24.76,"51,500",2.2,16.07,18.69,23.03,29.07,35.9,"33,430","38,870","47,890","60,470","74,660",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",,100,18.7,0.083,1.09,20.23,0,13.3,9.6,11.2,16.67,20.86,37.22,0,0,0,0,0,,TRUE
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-1022,Fashion Designers,,170,38.2,0.141,1.1,31.44,"65,400",9.5,13.14,18.25,31.42,40.56,54.0,"27,320","37,960","65,360","84,370","112,320",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-4032,Film and Video Editors,,180,21.9,0.147,1.09,22.49,"46,780",9.9,8.98,14.9,18.79,27.21,36.18,"18,680","31,000","39,070","56,590","75,250",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,510,8.8,0.415,1.1,14.1,"29,330",24.8,8.33,8.63,9.11,13.63,28.42,"17,330","17,940","18,950","28,350","59,110",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-1023,Floral Designers,,340,30.2,0.275,1.1,12.44,"25,870",5.4,8.89,9.84,11.17,15.67,17.59,"18,480","20,460","23,240","32,590","36,600",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-1024,Graphic Designers,,"2,430",8.4,1.966,1.1,24.79,"51,560",2.7,15.48,18.82,23.28,28.62,38.39,"32,210","39,160","48,420","59,530","79,850",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-1025,Interior Designers,,700,19.2,0.564,1.1,25.63,"53,310",6.9,11.68,17.24,26.69,33.53,37.14,"24,300","35,850","55,520","69,740","77,250",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-3091,Interpreters and Translators,,730,20.1,0.593,1.09,23.26,"48,390",7.4,14.78,16.63,20.88,28.18,36.93,"30,750","34,580","43,430","58,610","76,820",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-4099,"Media and Communication Equipment Workers, All Other",,200,9.6,0.163,1.09,36.13,"75,140",6.3,18.15,29.11,36.92,44.22,50.65,"37,750","60,550","76,790","91,990","105,360",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-3099,"Media and Communication Workers, All Other",,160,18.7,0.134,1.09,28.89,"60,080",23.1,10.06,11.64,15.7,27.81,56.43,"20,910","24,210","32,650","57,840","117,380",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-1026,Merchandise Displayers and Window Trimmers,,450,21.9,0.363,1.1,17.1,"35,580",3.5,11.77,15.04,16.81,19.09,22.43,"24,480","31,290","34,960","39,710","46,660",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-1014,Multimedia Artists and Animators,,420,28.4,0.34,1.1,33.28,"69,230",5.1,20.71,25.33,32.2,39.03,48.86,"43,080","52,690","66,980","81,180","101,620",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-2041,Music Directors and Composers,,290,27.3,0.236,1.1,45.87,"95,410",11.2,17.95,24.18,36.2,64.29,72.09,"37,340","50,300","75,290","133,720","149,940",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-2042,Musicians and Singers,,460,13.4,0.37,1.09,38.85,0,18.8,8.74,13.63,30.31,44.89,87.05,0,0,0,0,0,,TRUE
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-4021,Photographers,,440,16.9,0.353,1.09,18.55,"38,590",8.4,8.9,10.34,14.96,25.95,33.17,"18,510","21,500","31,120","53,980","69,000",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-2012,Producers and Directors,,520,14.9,0.423,1.1,38.96,"81,040",8.1,16.58,21.15,29.61,39.97,77.16,"34,490","43,990","61,580","83,150","160,490",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-3012,Public Address System and Other Announcers,,130,48.7,0.108,1.09,13.26,"27,580",4.2,9.75,10.23,11.03,11.95,21.81,"20,280","21,280","22,950","24,850","45,360",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-3031,Public Relations Specialists,,"1,900",6.8,1.54,1.09,28.35,"58,970",2.3,15.66,19.85,26.27,35.05,43.63,"32,560","41,290","54,640","72,890","90,750",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-3011,Radio and Television Announcers,,300,28.1,0.241,1.09,28.35,"58,960",12.1,10.18,13.69,21.58,30.43,57.01,"21,180","28,480","44,890","63,290","118,580",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-3022,Reporters and Correspondents,,340,28.1,0.273,1.09,20.2,"42,020",5.2,12.53,14.58,18.14,24.23,29.25,"26,060","30,320","37,730","50,400","60,840",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-1027,Set and Exhibit Designers,,200,9.2,0.16,1.1,20.67,"42,980",5.4,12.7,15.56,18.94,24.7,32.23,"26,410","32,360","39,390","51,390","67,040",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-4014,Sound Engineering Technicians,,70,16.6,0.054,1.09,23.82,"49,540",8.6,12.09,14.4,21.1,30.46,35.92,"25,150","29,940","43,890","63,350","74,720",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-3042,Technical Writers,,770,13.1,0.623,1.09,37.43,"77,860",10.0,22.15,25.77,31.91,43.12,71.36,"46,070","53,610","66,380","89,680","148,440",,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-2023,"Umpires, Referees, and Other Sports Officials",,180,29.4,0.148,1.1,0.0,"25,430",5.1,0.0,0.0,0.0,0.0,0.0,"17,980","19,520","22,450","27,940","36,690",TRUE,
CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-3043,Writers and Authors,,340,16.5,0.278,1.09,24.11,"50,150",4.9,14.68,17.13,22.04,30.67,35.42,"30,530","35,620","45,840","63,790","73,670",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1011,Art Directors,,970,11.0,1.009,1.09,55.81,"116,090",3.2,26.6,38.14,49.41,69.29,89.23,"55,320","79,340","102,780","144,130","185,590",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1019,"Artists and Related Workers, All Other",,50,22.4,0.053,1.08,30.92,"64,320",3.9,19.53,22.16,28.39,39.2,44.99,"40,630","46,090","59,050","81,540","93,580",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"25,890",4.4,26.975,1.09,34.32,"71,390",2.4,15.14,20.63,29.51,42.02,56.92,"31,500","42,910","61,370","87,390","118,390",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4011,Audio and Video Equipment Technicians,,"1,020",16.6,1.061,1.08,24.82,"51,620",3.9,16.2,18.36,23.23,28.83,36.96,"33,690","38,190","48,310","59,960","76,870",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3021,Broadcast News Analysts,,100,40.0,0.1,1.08,44.94,"93,470",13.2,15.77,21.35,33.7,52.01,0.0,"32,810","44,410","70,100","108,180",0,,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4012,Broadcast Technicians,,380,17.3,0.392,1.08,27.6,"57,420",10.2,10.46,14.24,25.74,38.89,50.22,"21,750","29,620","53,540","80,890","104,450",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4031,"Camera Operators, Television, Video, and Motion Picture",,170,34.0,0.175,1.08,38.63,"80,350",6.3,19.68,24.44,40.0,49.07,57.82,"40,940","50,830","83,200","102,050","120,270",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2032,Choreographers,,500,31.0,0.523,1.08,29.23,"60,800",12.6,15.1,17.56,24.98,39.82,52.18,"31,400","36,530","51,950","82,830","108,530",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2022,Coaches and Scouts,,"1,890",11.0,1.97,1.08,0.0,"49,360",5.5,0.0,0.0,0.0,0.0,0.0,"26,010","33,940","44,450","65,190","73,950",TRUE,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1021,Commercial and Industrial Designers,,210,31.8,0.215,1.08,41.51,"86,350",3.9,28.38,32.22,41.45,51.37,55.95,"59,030","67,010","86,210","106,850","116,370",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1012,Craft Artists,,40,31.6,0.045,1.09,24.88,"51,760",6.6,13.34,18.95,22.39,32.41,39.3,"27,750","39,420","46,580","67,420","81,740",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2031,Dancers,,360,29.3,0.373,1.08,20.7,0,9.2,9.05,15.84,20.26,24.5,33.61,0,0,0,0,0,,TRUE
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1029,"Designers, All Other",,210,24.3,0.218,1.08,29.52,"61,400",11.8,14.08,19.34,23.36,36.89,49.28,"29,280","40,220","48,590","76,730","102,510",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3041,Editors,,"2,020",8.0,2.109,1.08,29.09,"60,500",1.8,17.11,20.8,26.42,35.62,45.12,"35,590","43,260","54,940","74,080","93,850",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1022,Fashion Designers,,290,28.8,0.305,1.08,34.09,"70,900",7.0,18.06,23.25,32.3,41.68,53.28,"37,550","48,360","67,180","86,700","110,810",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4032,Film and Video Editors,,340,17.1,0.358,1.08,35.64,"74,120",7.3,17.02,20.62,29.78,47.16,58.3,"35,400","42,880","61,930","98,090","121,250",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,210,38.7,0.219,1.09,30.09,"62,580",16.5,15.96,19.85,30.63,41.05,44.38,"33,200","41,290","63,710","85,380","92,310",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1023,Floral Designers,,250,39.5,0.262,1.08,15.47,"32,180",8.8,10.21,11.89,14.17,18.09,23.76,"21,230","24,720","29,470","37,620","49,430",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1024,Graphic Designers,,"2,960",7.6,3.082,1.08,33.26,"69,190",2.5,19.52,23.85,30.57,40.53,51.32,"40,610","49,610","63,580","84,290","106,740",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1025,Interior Designers,,"1,030",16.0,1.076,1.08,33.53,"69,750",4.9,17.27,23.67,32.42,41.15,54.74,"35,920","49,230","67,430","85,590","113,850",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3091,Interpreters and Translators,,400,23.6,0.418,1.08,27.43,"57,050",5.3,16.39,20.78,25.78,29.56,39.44,"34,090","43,230","53,620","61,480","82,020",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4099,"Media and Communication Equipment Workers, All Other",,0,0.0,0.0,1.08,41.51,"86,340",4.9,18.48,27.1,42.18,50.97,65.79,"38,450","56,370","87,730","106,010","136,840",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3099,"Media and Communication Workers, All Other",,310,25.0,0.326,1.08,26.61,"55,350",5.0,13.05,16.2,22.96,35.15,44.7,"27,150","33,700","47,770","73,110","92,980",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1026,Merchandise Displayers and Window Trimmers,,500,17.2,0.521,1.08,17.02,"35,410",6.6,10.31,11.91,14.63,19.92,26.66,"21,440","24,780","30,420","41,440","55,440",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1014,Multimedia Artists and Animators,,"1,260",17.6,1.316,1.08,35.06,"72,920",3.4,17.98,25.92,34.3,44.18,53.8,"37,400","53,910","71,340","91,900","111,910",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2041,Music Directors and Composers,,240,15.5,0.249,1.08,35.96,"74,800",6.0,19.5,24.74,32.97,41.68,52.64,"40,570","51,450","68,570","86,690","109,480",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2042,Musicians and Singers,,760,13.1,0.793,1.08,52.02,0,10.4,19.61,26.95,48.45,79.6,86.89,0,0,0,0,0,,TRUE
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4021,Photographers,,460,13.9,0.483,1.08,32.01,"66,580",18.1,10.53,12.68,22.09,36.29,57.98,"21,900","26,370","45,940","75,480","120,610",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2012,Producers and Directors,,"1,240",10.8,1.288,1.08,41.43,"86,170",3.8,17.84,26.89,37.41,47.51,66.09,"37,100","55,920","77,820","98,810","137,460",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3012,Public Address System and Other Announcers,,0,0.0,0.0,1.08,11.05,"22,990",5.1,9.72,10.08,10.67,11.27,11.63,"20,220","20,960","22,200","23,430","24,190",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3031,Public Relations Specialists,,"3,440",9.3,3.587,1.08,40.2,"83,610",5.1,19.72,25.17,34.01,46.41,69.52,"41,020","52,350","70,740","96,520","144,590",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3011,Radio and Television Announcers,,210,34.1,0.223,1.08,53.94,"112,200",25.9,10.65,18.21,39.45,83.59,0.0,"22,150","37,870","82,060","173,860",0,,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3022,Reporters and Correspondents,,590,22.4,0.619,1.08,26.75,"55,650",7.4,12.09,14.09,19.86,32.93,51.98,"25,150","29,300","41,300","68,490","108,120",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1027,Set and Exhibit Designers,,330,33.5,0.345,1.08,30.8,"64,070",3.5,17.04,24.39,31.71,36.88,42.9,"35,450","50,720","65,960","76,720","89,230",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4014,Sound Engineering Technicians,,450,32.7,0.47,1.08,29.66,"61,690",12.8,10.89,14.4,22.3,40.28,55.03,"22,660","29,960","46,390","83,780","114,460",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3042,Technical Writers,,740,10.6,0.774,1.08,39.37,"81,880",3.8,21.9,29.15,38.92,50.91,56.88,"45,560","60,640","80,960","105,900","118,320",,
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3043,Writers and Authors,,800,11.9,0.831,1.08,31.47,"65,450",4.3,15.13,19.71,27.56,40.95,50.4,"31,460","41,000","57,330","85,180","104,830",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",27-2011,Actors,,60,11.9,0.067,1.07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,TRUE
